user-000616,18,7
user-000616,18,8
user-000616,8,9
user-000616,2,10
user-000617,5,0
user-000617,18,1
user-000618,2,0
user-000638,13,1
user-000639,13,0
user-000639,5,1
user-000639,5,2
user-000640,2,0
user-000640,18,1
user-000640,5,2
user-000641,2,0
user-000642,2,0
user-000643,5,0
user-000658,13,0
user-000658,2,1
user-000659,13,0
user-000659,18,1
user-000660,2,0
user-000660,20,1
user-000661,18,0
user-000661,18,1
user-000662,6,0
user-000662,15,1
user-000670,13,0
user-000671,13,0
user-000671,13,1
user-000672,5,0
user-000672,2,1
user-000673,8,0
user-000673,2,1
user-000674,6,0
user-000674,18,1
user-000675,18,0
user-000691,13,1
user-000692,8,0
user-000692,13,1
user-000692,13,2
user-000692,2,3
user-000692,2,4
user-000692,5,5
user-000692,18,6
user-000693,2,0
user-000693,5,1
user-000709,13,0
user-000709,13,1
user-000709,13,2
user-000709,18,3
user-000710,5,0
user-000710,2,1
user-000711,13,0
user-000711,2,1
user-000712,2,0
user-000712,2,1
user-000725,2,7
user-000725,13,8
user-000725,13,9
user-000725,2,10
user-000726,2,0
user-000726,18,1
user-000727,6,0
user-000727,2,1
user-000727,5,2
user-000728,18,0
user-000742,13,1
user-000743,8,0
user-000743,13,1
user-000743,13,2
user-000743,5,3
user-000744,17,0
user-000745,18,0
user-000745,5,1
user-000745,18,2
user-000745,18,3
user-000760,13,1
user-000761,13,0
user-000761,13,1
user-000761,5,2
user-000762,2,0
user-000762,8,1
user-000762,18,2
user-000762,15,3
user-000762,2,4
user-000762,17,5
user-000776,2,4
user-000777,13,0
user-000778,13,0
user-000778,2,1
user-000779,2,0
user-000779,5,1
user-000779,13,2
user-000779,2,3
user-000780,2,0
user-000780,5,1
user-000792,5,4
user-000793,13,0
user-000793,13,1
user-000793,2,2
user-000794,5,0
user-000794,18,1
user-000795,13,0
user-000796,18,0
user-000797,17,0
user-000798,13,0
user-000809,13,0
user-000810,13,0
user-000811,5,0
user-000812,2,0
user-000812,18,1
user-000812,6,2
user-000812,18,3
user-000813,2,0
user-000814,5,0
user-000814,2,1
user-000830,5,9
user-000831,8,0
user-000831,13,1
user-000831,13,2
user-000832,5,0
user-000833,2,0
user-000833,18,1
user-000834,2,0
user-000834,2,1
user-000834,5,2
user-000846,13,0
user-000847,13,0
user-000848,13,0
user-000848,18,1
user-000849,18,0
user-000849,2,1
user-000850,2,0
user-000851,5,0
user-000851,2,1
user-000851,18,2
user-000861,8,9
user-000862,13,0
user-000862,13,1
user-000862,18,2
user-000862,5,3
user-000862,2,4
user-000862,5,5
user-000862,18,6
user-000863,2,0
user-000863,2,1
user-000881,2,1
user-000881,5,2
user-000881,8,3
user-000881,13,4
user-000882,13,0
user-000882,5,1
user-000883,2,0
user-000883,5,1
user-000883,2,2
user-000884,5,0
user-000894,13,2
user-000894,13,3
user-000895,13,0
user-000895,5,1
user-000896,18,0
user-000896,5,1
user-000897,2,0
user-000898,2,0
user-000898,5,1
user-000898,18,2
user-000912,13,0
user-000912,13,1
user-000913,5,0
user-000913,18,1
user-000914,2,0
user-000915,5,0
user-000915,11,1
user-000915,2,2
user-000916,9,0
user-000916,5,1
user-000933,13,0
user-000933,13,1
user-000933,13,2
user-000933,18,3
user-000934,5,0
user-000934,2,1
user-000934,2,2
user-000934,18,3
user-000934,15,4
user-000934,2,5
user-000951,13,0
user-000951,2,1
user-000952,8,0
user-000952,13,1
user-000952,13,2
user-000952,5,3
user-000952,17,4
user-000952,2,5
user-000952,18,6
user-000952,2,7
user-000969,13,1
user-000970,13,0
user-000971,18,0
user-000971,5,1
user-000971,2,2
user-000971,18,3
user-000972,18,0
user-000972,2,1
user-000973,2,0
user-000974,15,0
user-000993,13,0
user-000993,13,1
user-000994,18,0
user-000994,5,1
user-000995,13,0
user-000995,18,1
user-000995,2,2
user-000996,13,0
user-000996,8,1
user-000996,10,2
user-001015,13,0
user-001015,2,1
user-001016,13,0
user-001017,13,0
user-001018,2,0
user-001018,18,1
user-001018,2,2
user-001018,2,3
user-001019,5,0
user-001019,18,1
user-001029,13,3
user-001030,13,0
user-001030,13,1
user-001031,5,0
user-001031,2,1
user-001031,8,2
user-001032,18,0
user-001032,13,1
user-001032,2,2
user-001033,5,0
user-001047,13,0
user-001047,13,1
user-001048,13,0
user-001048,18,1
user-001049,2,0
user-001049,18,1
user-001049,15,2
user-001049,17,3
user-001049,15,4
user-001049,17,5
user-001066,2,1
user-001066,13,2
user-001066,13,3
user-001067,5,0
user-001067,2,1
user-001067,18,2
user-001067,13,3
user-001067,2,4
user-001068,2,0
user-001068,5,1
user-001082,13,1
user-001083,13,0
user-001084,18,0
user-001084,5,1
user-001084,2,2
user-001084,18,3
user-001085,2,0
user-001085,2,1
user-001086,18,0
user-001086,15,1
user-001103,13,0
user-001104,13,0
user-001104,5,1
user-001105,2,0
user-001105,18,1
user-001106,20,0
user-001106,18,1
user-001107,2,0
user-001107,2,1
user-001107,5,2
user-001125,13,0
user-001125,13,1
user-001126,13,0
user-001126,5,1
user-001127,17,0
user-001127,2,1
user-001128,18,0
user-001129,2,0
user-001130,2,0
user-001130,5,1
user-001145,2,5
user-001146,13,0
user-001146,13,1
user-001146,2,2
user-001147,18,0
user-001147,18,1
user-001147,2,2
user-001148,18,0
user-001148,5,1
user-001149,18,0
user-001164,13,1
user-001165,2,0
user-001165,8,1
user-001166,13,0
user-001166,13,1
user-001167,5,0
user-001168,5,0
user-001168,18,1
user-001168,18,2
user-001168,2,3
user-001183,5,0
user-001184,13,0
user-001185,13,0
user-001185,5,1
user-001185,2,2
user-001186,18,0
user-001187,8,0
user-001187,2,1
user-001187,6,2
user-001188,13,0
user-001203,2,2
user-001204,8,0
user-001204,13,1
user-001205,13,0
user-001205,18,1
user-001205,2,2
user-001205,18,3
user-001205,13,4
user-001205,2,5
user-001205,5,6
user-001219,2,3
user-001220,13,0
user-001221,13,0
user-001221,13,1
user-001221,5,2
user-001221,2,3
user-001221,18,4
user-001221,18,5
user-001221,13,6
user-001221,2,7
user-001239,2,0
user-001239,8,1
user-001240,13,0
user-001240,13,1
user-001240,5,2
user-001240,2,3
user-001240,18,4
user-001240,18,5
user-001241,5,0
user-001241,2,1
user-001256,8,0
user-001256,13,1
user-001256,13,2
user-001257,5,0
user-001257,18,1
user-001258,2,0
user-001258,18,1
user-001259,2,0
user-001259,5,1
user-001260,18,0
user-001279,18,1
user-001279,8,2
user-001280,13,0
user-001280,13,1
user-001281,5,0
user-001282,2,0
user-001282,2,1
user-001283,18,0
user-001283,2,1
user-001283,5,2
user-001297,2,6
user-001298,13,0
user-001298,13,1
user-001299,13,0
user-001299,5,1
user-001299,17,2
user-001300,8,0
user-001300,18,1
user-001301,2,0
user-001301,2,1
user-001314,13,0
user-001314,13,1
user-001315,5,0
user-001315,2,1
user-001315,2,2
user-001315,9,3
user-001315,13,4
user-001316,18,0
user-001316,13,1
user-001317,2,0
user-001334,2,4
user-001334,13,5
user-001334,13,6
user-001335,5,0
user-001335,17,1
user-001335,2,2
user-001336,18,0
user-001336,18,1
user-001336,2,2
user-001337,2,0
user-001351,13,1
user-001352,13,0
user-001353,6,0
user-001353,2,1
user-001353,5,2
user-001353,18,3
user-001353,2,4
user-001354,2,0
user-001354,5,1
user-001355,18,0
user-001371,8,9
user-001372,13,0
user-001372,13,1
user-001372,18,2
user-001372,5,3
user-001372,8,4
user-001373,20,0
user-001373,18,1
user-001373,2,2
user-001373,5,3
user-001390,8,0
user-001390,13,1
user-001390,13,2
user-001390,2,3
user-001390,11,4
user-001390,18,5
user-001391,6,0
user-001391,5,1
user-001391,5,2
user-001392,2,0
user-001406,18,3
user-001407,13,0
user-001408,13,0
user-001408,5,1
user-001409,17,0
user-001409,18,1
user-001410,18,0
user-001411,2,0
user-001411,2,1
user-001412,5,0
user-001429,13,0
user-001429,2,1
user-001429,8,2
user-001429,13,3
user-001429,13,4
user-001429,18,5
user-001430,2,0
user-001430,5,1
user-001431,2,0
user-001431,18,1
user-001447,13,0
user-001447,13,1
user-001448,13,0
user-001448,18,1
user-001448,2,2
user-001448,2,3
user-001448,18,4
user-001449,13,0
user-001449,9,1
user-001449,17,2
user-001464,13,2
user-001465,13,0
user-001465,18,1
user-001465,2,2
user-001466,17,0
user-001466,6,1
user-001467,18,0
user-001467,18,1
user-001467,18,2
user-001467,6,3
user-001473,2,1
user-001473,13,2
user-001473,13,3
user-001473,18,4
user-001473,2,5
user-001474,15,0
user-001474,9,1
user-001474,13,2
user-001474,18,3
user-001474,13,4
user-001493,13,0
user-001493,13,1
user-001493,13,2
user-001494,5,0
user-001495,18,0
user-001496,2,0
user-001496,2,1
user-001497,5,0
user-001497,18,1
user-001498,11,0
user-001516,2,1
user-001517,13,0
user-001518,13,0
user-001519,5,0
user-001519,2,1
user-001519,18,2
user-001519,18,3
user-001520,18,0
user-001521,2,0
user-001521,5,1
user-001534,13,2
user-001535,2,0
user-001535,8,1
user-001536,13,0
user-001536,13,1
user-001536,5,2
user-001537,2,0
user-001537,18,1
user-001538,18,0
user-001539,5,0
user-001553,13,1
user-001554,2,0
user-001554,13,1
user-001555,13,0
user-001555,5,1
user-001555,18,2
user-001555,5,3
user-001555,18,4
user-001555,5,5
user-001555,18,6
user-001569,18,0
user-001569,13,1
user-001569,13,2
user-001570,5,0
user-001570,2,1
user-001571,17,0
user-001571,18,1
user-001572,6,0
user-001573,5,0
user-001573,2,1
user-001588,13,1
user-001589,13,0
user-001589,5,1
user-001590,2,0
user-001590,13,1
user-001591,2,0
user-001591,18,1
user-001592,18,0
user-001592,15,1
user-001592,2,2
user-001607,13,0
user-001607,13,1
user-001608,13,0
user-001609,5,0
user-001609,17,1
user-001609,18,2
user-001610,18,0
user-001611,2,0
user-001612,5,0
user-001612,15,1
user-001630,13,0
user-001630,2,1
user-001630,13,2
user-001630,13,3
user-001631,5,0
user-001631,2,1
user-001632,11,0
user-001632,2,1
user-001632,18,2
user-001633,18,0
user-001643,2,0
user-001643,8,1
user-001644,13,0
user-001644,13,1
user-001645,5,0
user-001645,2,1
user-001645,6,2
user-001646,20,0
user-001647,2,0
user-001648,5,0
user-001662,13,1
user-001662,13,2
user-001662,13,3
user-001663,5,0
user-001663,2,1
user-001664,20,0
user-001664,2,1
user-001664,5,2
user-001664,18,3
user-001664,5,4
user-001676,18,0
user-001676,13,1
user-001676,13,2
user-001676,13,3
user-001677,5,0
user-001677,2,1
user-001678,17,0
user-001678,2,1
user-001679,2,0
user-001679,5,1
user-001694,13,0
user-001694,13,1
user-001694,2,2
user-001694,5,3
user-001694,17,4
user-001694,18,5
user-001694,2,6
user-001694,9,7
user-001694,11,8
user-001695,2,0
user-001709,13,1
user-001710,13,0
user-001710,5,1
user-001711,2,0
user-001712,18,0
user-001712,2,1
user-001712,18,2
user-001712,2,3
user-001712,18,4
user-001712,18,5
user-001731,13,1
user-001732,2,0
user-001732,13,1
user-001733,13,0
user-001734,5,0
user-001734,2,1
user-001734,2,2
user-001734,2,3
user-001734,5,4
user-001734,15,5
user-001744,2,0
user-001744,8,1
user-001745,13,0
user-001746,13,0
user-001746,5,1
user-001747,2,0
user-001748,5,0
user-001749,13,0
user-001749,2,1
user-001749,2,2
user-001763,8,2
user-001763,13,3
user-001763,13,4
user-001764,5,0
user-001765,2,0
user-001765,18,1
user-001766,2,0
user-001766,5,1
user-001767,15,0
user-001767,13,1
user-001785,13,1
user-001785,13,2
user-001786,13,0
user-001786,5,1
user-001787,18,0
user-001787,2,1
user-001788,5,0
user-001788,18,1
user-001789,15,0
user-001789,11,1
user-001801,13,1
user-001802,13,0
user-001803,13,0
user-001804,5,0
user-001804,2,1
user-001805,17,0
user-001805,8,1
user-001806,20,0
user-001806,18,1
user-001806,8,2
user-001822,13,0
user-001822,13,1
user-001823,2,0
user-001824,18,0
user-001824,2,1
user-001824,5,2
user-001825,18,0
user-001825,15,1
user-001826,5,0
user-001826,13,1
user-001840,13,1
user-001841,13,0
user-001841,13,1
user-001841,2,2
user-001841,18,3
user-001841,18,4
user-001842,18,0
user-001842,2,1
user-001842,5,2
user-001842,15,3
user-001856,13,1
user-001857,13,0
user-001857,13,1
user-001857,5,2
user-001858,2,0
user-001858,17,1
user-001858,18,2
user-001858,2,3
user-001859,5,0
user-001860,2,0
user-001872,13,2
user-001873,13,0
user-001873,13,1
user-001873,2,2
user-001873,2,3
user-001873,20,4
user-001873,8,5
user-001874,2,0
user-001875,5,0
user-001875,18,1
user-001889,13,1
user-001890,8,0
user-001890,13,1
user-001891,13,0
user-001892,5,0
user-001892,18,1
user-001893,18,0
user-001893,6,1
user-001893,17,2
user-001894,2,0
user-001911,13,1
user-001912,13,0
user-001912,13,1
user-001913,5,0
user-001913,2,1
user-001914,18,0
user-001914,2,1
user-001914,2,2
user-001914,5,3
user-001914,18,4
user-001930,13,0
user-001930,13,1
user-001931,13,0
user-001932,5,0
user-001932,17,1
user-001932,2,2
user-001933,2,0
user-001933,5,1
user-001934,18,0
user-001934,18,1
user-001948,13,0
user-001948,13,1
user-001949,13,0
user-001950,5,0
user-001950,2,1
user-001951,6,0
user-001951,2,1
user-001951,18,2
user-001951,2,3
user-001951,5,4
user-001963,13,2
user-001964,13,0
user-001964,17,1
user-001965,5,0
user-001965,17,1
user-001966,18,0
user-001966,15,1
user-001967,18,0
user-001967,17,1
user-001967,13,2
user-001985,13,2
user-001986,13,0
user-001986,5,1
user-001987,2,0
user-001987,18,1
user-001987,2,2
user-001987,2,3
user-001987,2,4
user-001988,18,0
user-001989,18,0
user-002002,2,1
user-002002,18,2
user-002003,13,0
user-002003,13,1
user-002004,13,0
user-002005,2,0
user-002005,2,1
user-002005,6,2
user-002006,13,0
user-002006,18,1
user-002020,13,1
user-002020,13,2
user-002021,13,0
user-002021,2,1
user-002022,18,0
user-002022,8,1
user-002022,18,2
user-002023,6,0
user-002024,2,0
user-002024,5,1
user-002043,13,1
user-002043,8,2
user-002043,13,3
user-002043,13,4
user-002044,18,0
user-002045,2,0
user-002045,2,1
user-002046,18,0
user-002047,15,0
user-002047,11,1
user-002059,13,0
user-002059,13,1
user-002059,5,2
user-002060,13,0
user-002060,2,1
user-002060,18,2
user-002060,2,3
user-002060,5,4
user-002061,18,0
user-002061,6,1
user-002076,13,2
user-002077,8,0
user-002078,18,0
user-002078,13,1
user-002078,13,2
user-002078,5,3
user-002079,9,0
user-002079,2,1
user-002080,6,0
user-002080,18,1
user-002095,13,1
user-002096,2,0
user-002096,13,1
user-002097,13,0
user-002097,13,1
user-002098,5,0
user-002098,18,1
user-002099,2,0
user-002099,2,1
user-002099,5,2
user-002114,13,1
user-002115,13,0
user-002115,5,1
user-002115,2,2
user-002115,6,3
user-002115,18,4
user-002116,2,0
user-002116,18,1
user-002116,2,2
user-002117,9,0
user-002131,13,5
user-002131,13,6
user-002131,5,7
user-002132,2,0
user-002132,18,1
user-002133,18,0
user-002133,2,1
user-002133,2,2
user-002134,5,0
user-002134,18,1
user-002153,2,1
user-002153,13,2
user-002153,13,3
user-002153,5,4
user-002153,2,5
user-002153,18,6
user-002154,2,0
user-002154,5,1
user-002155,18,0
user-002155,2,1
user-002168,8,10
user-002168,13,11
user-002168,13,12
user-002169,5,0
user-002169,2,1
user-002170,17,0
user-002170,13,1
user-002170,2,2
user-002170,2,3
user-002171,5,0
user-002189,13,1
user-002190,13,0
user-002190,2,1
user-002190,18,2
user-002190,2,3
user-002191,5,0
user-002191,18,1
user-002191,15,2
user-002192,2,0
user-002192,2,1
user-002214,13,1
user-002214,13,2
user-002214,2,3
user-002215,17,0
user-002216,18,0
user-002216,2,1
user-002216,17,2
user-002217,8,0
user-002218,2,0
user-002218,2,1
user-002233,13,0
user-002233,13,1
user-002234,17,0
user-002235,15,0
user-002235,2,1
user-002236,2,0
user-002236,5,1
user-002236,18,2
user-002237,17,0
user-002238,17,0
user-002254,2,0
user-002254,13,1
user-002255,13,0
user-002255,5,1
user-002255,2,2
user-002255,5,3
user-002255,2,4
user-002255,2,5
user-002256,5,0
user-002257,18,0
user-002272,13,1
user-002273,2,0
user-002273,13,1
user-002274,13,0
user-002274,5,1
user-002275,2,0
user-002275,17,1
user-002276,2,0
user-002276,2,1
user-002277,18,0
user-002293,13,0
user-002293,2,1
user-002294,2,0
user-002294,5,1
user-002295,18,0
user-002295,2,1
user-002296,5,0
user-002297,18,0
user-002297,13,1
user-002297,13,2
user-002314,8,1
user-002315,13,0
user-002315,13,1
user-002315,18,2
user-002316,5,0
user-002316,2,1
user-002316,18,2
user-002316,17,3
user-002316,18,4
user-002316,13,5
user-002331,13,5
user-002332,13,0
user-002332,18,1
user-002333,8,0
user-002333,18,1
user-002334,17,0
user-002334,5,1
user-002335,18,0
user-002335,18,1
user-002336,6,0
user-002353,8,1
user-002354,13,0
user-002355,13,0
user-002355,13,1
user-002356,8,0
user-002356,20,1
user-002357,18,0
user-002357,2,1
user-002358,5,0
user-002358,18,1
user-002371,13,1
user-002372,2,0
user-002372,13,1
user-002372,13,2
user-002373,5,0
user-002373,2,1
user-002373,2,2
user-002373,2,3
user-002373,2,4
user-002373,5,5
user-002385,13,1
user-002385,13,2
user-002385,13,3
user-002386,5,0
user-002387,2,0
user-002387,2,1
user-002388,2,0
user-002388,5,1
user-002389,15,0
user-002389,2,1
user-002400,13,1
user-002400,2,2
user-002400,8,3
user-002401,13,0
user-002401,13,1
user-002402,5,0
user-002403,2,0
user-002403,17,1
user-002403,18,2
user-002403,2,3
user-002412,13,1
user-002412,2,2
user-002413,5,0
user-002413,18,1
user-002414,6,0
user-002415,15,0
user-002415,8,1
user-002415,13,2
user-002415,18,3
user-002416,17,0
user-002432,13,1
user-002433,13,0
user-002433,5,1
user-002434,2,0
user-002434,2,1
user-002435,6,0
user-002435,2,1
user-002436,2,0
user-002436,5,1
user-002436,2,2
user-002455,13,0
user-002455,13,1
user-002456,5,0
user-002456,17,1
user-002456,8,2
user-002457,2,0
user-002458,5,0
user-002459,18,0
user-002460,18,0
user-002460,2,1
user-002479,2,2
user-002479,13,3
user-002480,13,0
user-002480,17,1
user-002480,18,2
user-002480,18,3
user-002481,5,0
user-002481,8,1
user-002482,13,0
user-002482,5,1
user-002504,2,1
user-002505,8,0
user-002505,13,1
user-002505,13,2
user-002505,2,3
user-002505,17,4
user-002506,20,0
user-002507,15,0
user-002507,2,1
user-002508,5,0
user-002524,2,0
user-002524,8,1
user-002524,13,2
user-002524,13,3
user-002524,5,4
user-002525,2,0
user-002525,18,1
user-002526,5,0
user-002526,18,1
user-002527,13,0
user-002546,13,0
user-002546,13,1
user-002546,15,2
user-002547,18,0
user-002547,15,1
user-002548,2,0
user-002548,2,1
user-002549,5,0
user-002550,17,0
user-002550,17,1
user-002569,8,0
user-002570,13,0
user-002570,13,1
user-002571,5,0
user-002572,2,0
user-002572,17,1
user-002573,18,0
user-002573,6,1
user-002574,17,0
user-002574,18,1
user-002581,2,0
user-002581,13,1
user-002582,13,0
user-002582,6,1
user-002582,18,2
user-002583,18,0
user-002583,5,1
user-002583,18,2
user-002583,15,3
user-002583,17,4
user-002597,13,2
user-002598,13,0
user-002598,17,1
user-002599,15,0
user-002599,2,1
user-002600,5,0
user-002601,18,0
user-002601,18,1
user-002601,8,2
user-002601,2,3
user-002613,2,8
user-002613,8,9
user-002613,18,10
user-002613,13,11
user-002614,13,0
user-002614,5,1
user-002614,6,2
user-002614,2,3
user-002614,5,4
user-002615,15,0
user-002629,18,1
user-002630,2,0
user-002630,13,1
user-002631,13,0
user-002631,5,1
user-002632,17,0
user-002632,5,1
user-002632,18,2
user-002633,15,0
user-002633,2,1
user-002647,13,1
user-002647,13,2
user-002647,13,3
user-002648,17,0
user-002648,5,1
user-002648,18,2
user-002649,15,0
user-002649,11,1
user-002650,8,0
user-002650,11,1
user-002668,13,0
user-002668,13,1
user-002668,5,2
user-002668,18,3
user-002668,18,4
user-002669,2,0
user-002669,2,1
user-002669,2,2
user-002669,15,3
user-002670,9,0
user-002685,8,1
user-002685,13,2
user-002685,13,3
user-002685,2,4
user-002686,18,0
user-002686,8,1
user-002687,13,0
user-002688,2,0
user-002688,18,1
user-002689,2,0
user-002706,13,1
user-002706,13,2
user-002707,18,0
user-002707,2,1
user-002708,8,0
user-002709,13,0
user-002709,2,1
user-002709,5,2
user-002710,18,0
user-002710,18,1
user-002724,13,1
user-002724,2,2
user-002725,13,0
user-002726,13,0
user-002726,18,1
user-002727,5,0
user-002727,18,1
user-002728,13,0
user-002728,18,1
user-002728,13,2
user-002742,8,0
user-002742,13,1
user-002743,13,0
user-002743,5,1
user-002743,2,2
user-002744,2,0
user-002744,5,1
user-002744,2,2
user-002744,2,3
user-002745,18,0
user-002756,13,1
user-002756,13,2
user-002756,5,3
user-002757,2,0
user-002757,18,1
user-002757,2,2
user-002757,2,3
user-002757,5,4
user-002758,18,0
user-002758,18,1
user-002779,18,0
user-002780,13,0
user-002780,13,1
user-002781,13,0
user-002781,5,1
user-002781,2,2
user-002782,13,0
user-002782,2,1
user-002783,2,0
user-002783,2,1
user-002798,13,5
user-002798,2,6
user-002798,13,7
user-002798,13,8
user-002798,13,9
user-002798,13,10
user-002798,2,11
user-002798,17,12
user-002798,6,13
user-002798,15,14
user-002810,13,3
user-002810,13,4
user-002810,13,5
user-002810,18,6
user-002811,2,0
user-002812,5,0
user-002812,18,1
user-002813,18,0
user-002814,15,0
user-002814,2,1
user-002827,2,1
user-002828,13,0
user-002828,13,1
user-002828,17,2
user-002828,18,3
user-002829,18,0
user-002829,2,1
user-002830,5,0
user-002830,8,1
user-002831,18,0
user-002849,8,1
user-002850,13,0
user-002850,13,1
user-002851,5,0
user-002852,2,0
user-002853,18,0
user-002854,2,0
user-002854,2,1
user-002854,5,2
user-002854,18,3
user-002869,13,0
user-002869,2,1
user-002870,13,0
user-002870,13,1
user-002871,5,0
